8086	OMIM:231550
79719	OMIM:148600
16	OMIM:619661
16	OMIM:619691
16	OMIM:613287
16	OMIM:616339
57505	OMIM:614096
57505	OMIM:615889
10157	OMIM:238700
18	OMIM:613163
26154	OMIM:601277
26154	OMIM:242500
19	OMIM:604091
19	OMIM:205400
19	OMIM:604091
19	OMIM:205400
21	OMIM:610921
21	OMIM:610921
24	OMIM:153800
24	OMIM:604116
24	OMIM:601718
24	OMIM:248200
24	OMIM:248200
24	OMIM:248200
24	OMIM:153800
24	OMIM:604116
24	OMIM:601718
24	OMIM:248200
24	OMIM:248200
24	OMIM:248200
23461	OMIM:135400
10347	OMIM:608907
8647	OMIM:605479
8647	OMIM:601847
8647	OMIM:605479
8647	OMIM:601847
5243	OMIM:120080
5243	OMIM:600803
5243	OMIM:612244
5243	OMIM:614972
5243	OMIM:602347
5244	OMIM:120080
5244	OMIM:600803
5244	OMIM:612244
5244	OMIM:614972
5244	OMIM:602347
10058	OMIM:111600
10058	OMIM:614497
10058	OMIM:609153
10058	OMIM:615402
10058	OMIM:111600
10058	OMIM:614497
10058	OMIM:609153
10058	OMIM:615402
22	OMIM:301310
1244	OMIM:237500
368	OMIM:614473
368	OMIM:264800
368	OMIM:177850
368	OMIM:614473
368	OMIM:264800
368	OMIM:177850
368	OMIM:614473
368	OMIM:264800
368	OMIM:177850
6833	OMIM:618857
6833	OMIM:256450
6833	OMIM:240800
6833	OMIM:610374
6833	OMIM:125853
6833	OMIM:618857
6833	OMIM:256450
6833	OMIM:240800
6833	OMIM:610374
6833	OMIM:125853
10060	OMIM:619719
10060	OMIM:608569
10060	OMIM:614050
10060	OMIM:239850
215	OMIM:300100
215	OMIM:300100
5825	OMIM:616278
5825	OMIM:616278
5826	OMIM:614857
9429	OMIM:614490
9429	OMIM:138900
64240	OMIM:618666
64241	OMIM:611465
64241	OMIM:210250
26090	OMIM:612674
51099	OMIM:275630
51099	OMIM:275630
25	OMIM:617602
25	OMIM:608232
31	OMIM:613933
27034	OMIM:611283
28976	OMIM:611126
34	OMIM:201450
35	OMIM:201470
36	OMIM:610006
37	OMIM:201475
176	OMIM:612813
176	OMIM:165800
176	OMIM:608361
176	OMIM:612813
176	OMIM:165800
176	OMIM:608361
38	OMIM:203750
39	OMIM:614055
65057	OMIM:616553
65057	OMIM:616553
1636	OMIM:-1
1636	OMIM:612624
1636	OMIM:-1
1636	OMIM:267430
1636	OMIM:-1
1636	OMIM:614519
55331	OMIM:617762
43	OMIM:112100
50	OMIM:614559
50	OMIM:616289
51	OMIM:618960
51	OMIM:264470
53	OMIM:200950
54	OMIM:607944
54	OMIM:607944
197322	OMIM:614265
2182	OMIM:300387
2182	OMIM:300387
58	OMIM:616852
58	OMIM:620265
58	OMIM:620278
58	OMIM:161800
58	OMIM:616852
58	OMIM:620265
58	OMIM:620278
58	OMIM:161800
59	OMIM:613834
59	OMIM:614042
59	OMIM:611788
60	OMIM:604919
60	OMIM:620479
60	OMIM:607371
60	OMIM:620475
60	OMIM:243310
60	OMIM:604919
60	OMIM:620479
60	OMIM:607371
60	OMIM:620475
60	OMIM:243310
70	OMIM:612794
70	OMIM:613424
70	OMIM:613424
70	OMIM:612098
70	OMIM:612794
70	OMIM:613424
70	OMIM:613424
70	OMIM:612098
87	OMIM:615193
88	OMIM:618655
88	OMIM:618654
88	OMIM:612158
88	OMIM:612158
88	OMIM:618655
88	OMIM:618654
88	OMIM:612158
88	OMIM:612158
89	OMIM:617749
89	OMIM:617749
89	OMIM:617749
89	OMIM:617749
81	OMIM:603278
93	OMIM:613751
93	OMIM:613751
94	OMIM:600376
95	OMIM:609924
100	OMIM:102700
100	OMIM:102700
51816	OMIM:615688
51816	OMIM:182410
51816	OMIM:615688
51816	OMIM:182410
102	OMIM:615590
102	OMIM:615537
102	OMIM:615590
102	OMIM:615537
6868	OMIM:614328
6868	OMIM:614328
53616	OMIM:617933
8754	OMIM:612775
81794	OMIM:277600
11093	OMIM:274150
170691	OMIM:613195
170692	OMIM:615458
9509	OMIM:225410
9509	OMIM:225410
9508	OMIM:618154
9719	OMIM:231050
54507	OMIM:225100
54507	OMIM:225200
103	OMIM:615010
103	OMIM:127400
113179	OMIM:615286
107	OMIM:610154
107	OMIM:610154
109	OMIM:617885
109	OMIM:617885
111	OMIM:606703
111	OMIM:619647
111	OMIM:619651
112	OMIM:616287
112	OMIM:616287
118	OMIM:145500
120	OMIM:617008
120	OMIM:617008
9289	OMIM:606854
9289	OMIM:615752
10149	OMIM:300985
10149	OMIM:300985
57211	OMIM:616503
84059	OMIM:604352
84059	OMIM:605472
84059	OMIM:605472
9370	OMIM:612556
9370	OMIM:612556
132	OMIM:614300
132	OMIM:614300
23394	OMIM:615873
23394	OMIM:615873
54936	OMIM:618170
153	OMIM:607276
153	OMIM:618591
154	OMIM:-1
154	OMIM:-1
155	OMIM:601665
