{gene_id}	{index}
83943	736
9871	737
8665	738
8667	739
6307	740
92483	741
10678	742
93010	743
580	744
672	745
25842	746
7290	747
4171	748
4172	749
23595	750
4999	751
51301	752
9245	753
2650	754
1756	755
7402	756
10528	757
51602	758
10048	759
54994	760
2	761
5858	762
10574	763
10575	764
10479	765
84679	766
10980	767
10987	768
57504	769
9219	770
83605	771
889	772
1892	773
3033	774
9899	775
9900	776
22987	777
471	778
55703	779
5704	780
5187	781
10864	782
9376	783
29780	784
3611	785
11336	786
60412	787
4125	788
23019	789
29883	790
51005	791
22937	792
8720	793
1876	794
7027	795
7088	796
11201	797
51426	798
29855	799
5684	800
5888	801
3978	802
7881	803
8514	804
55740	805
65078	806
84894	807
10612	808
23321	809
6598	810
6605	811
286826	812
55957	813
5685	814
162417	815
3760	816
3762	817
1173	818
1175	819
51106	820
64216	821
55163	822
8566	823
9328	824
9330	825
4987	826
5368	827
28972	828
28514	829
54567	830
5211	831
5214	832
51809	833
79695	834
79682	835
498	836
513	837
6595	838
6597	839
2170	840
2173	841
3712	842
328	843
4595	844
6617	845
6619	846
57617	847
65082	848
35	849
55802	850
7223	851
7224	852
5432	853
27183	854
9525	855
1736	856
54433	857
55181	858
56006	859
114805	860
2589	861
5204	862
4041	863
50964	864
11252	865
29993	866
55723	867
837	868
2618	869
4605	870
3751	871
10947	872
26985	873
1615	874
10	875
9	876
1977	877
1978	878
7029	879
6730	880
6731	881
3549	882
6469	883
55247	884
2710	885
2712	886
2175	887
2189	888
23067	889
9739	890
9918	891
10672	892
2768	893
55737	894
55650	895
5256	896
7372	897
8533	898
9125	899
10228	900
143187	901
40	902
41	903
5649	904
7436	905
3776	906
54207	907
226	908
230	909
84002	910
7251	911
16	912
57505	913
1915	914
1917	915
27000	916
51182	917
8675	918
10690	919
2529	920
10671	921
51164	922
31	923
3594	924
3595	925
8277	926
84076	927
55831	928
56851	929
284654	930
84133	931
4193	932
4194	933
116113	934
93986	935
10213	936
5713	937
2027	938
661	939
2160	940
3818	941
10490	942
8644	943
694	944
9337	945
7329	946
57104	947
80339	948
10403	949
147841	950
2058	951
11222	952
51073	953
5687	954
5859	955
8738	956
1213	957
8218	958
4720	959
4722	960
36	961
10350	962
23460	963
79874	964
9135	965
55506	966
9555	967
164	968
8905	969
5592	970
5593	971
1373	972
246184	973
8881	974
29894	975
4224	976
4225	977
29086	978
9577	979
1600	980
10455	981
1962	982
55651	983
5567	984
5577	985
10632	986
521	987
5861	988
81876	989
841	990
843	991
9133	992
983	993
2158	994
5723	995
4122	996
4124	997
3162	998
3163	999
51013	1000
120227	1001
1594	1002
3593	1003
115752	1004
5683	1005
171568	1006
55718	1007
1733	1008
1735	1009
10898	1010
996	1011
7156	1012
8940	1013
8837	1014
6611	1015
6723	1016
2648	1017
8850	1018
1937	1019
1734	1020
6262	1021
6263	1022
1584	1023
1585	1024
9454	1025
9456	1026
735	1027
221955	1028
747	1029
10587	1030
7296	1031
2071	1032
404672	1033
65263	1034
6788	1035
6789	1036
10516	1037
30008	1038
3106	1039
3107	1040
5699	1041
4968	1042
3364	1043
5810	1044
58478	1045
2169	1046
10200	1047
51010	1048
7030	1049
51652	1050
8202	1051
8648	1052
1524	1053
6376	1054
2938	1055
2939	1056
84340	1057
85476	1058
539	1059
696	1060
7498	1061
4735	1062
1855	1063
1857	1064
55289	1065
8310	1066
33	1067
277	1068
278	1069
276	1070
408	1071
409	1072
6618	1073
1022	1074
5690	1075
50508	1076
280	1077
279	1078
3782	1079
3783	1080
1455	1081
1456	1082
7476	1083
7477	1084
151531	1085
7378	1086
3781	1087
54960	1088
4175	1089
1387	1090
2033	1091
26224	1092
10629	1093
117143	1094
79412	1095
83999	1096
50506	1097
53905	1098
11157	1099
23658	1100
5981	1101
54930	1102
55142	1103
55902	1104
84532	1105
8693	1106
79623	1107
63917	1108
57452	1109
55568	1110
50614	1111
442117	1112
374378	1113
117248	1114
11227	1115
11226	1116
6783	1117
6820	1118
10811	1119
124056	1120
79441	1121
1632	1122
55055	1123
9735	1124
4040	1125
4141	1126
11127	1127
22920	1128
644	1129
645	1130
10094	1131
10096	1132
5914	1133
5915	1134
6604	1135
2172	1136
332	1137
55143	1138
3592	1139
5413	1140
51371	1141
23564	1142
23576	1143
1432	1144
7867	1145
10973	1146
84164	1147
55840	1148
85403	1149
55770	1150
1595	1151
143471	1152
4174	1153
9196	1154
144195	1155
6515	1156
908	1157
3567	1158
3568	1159
57176	1160
7407	1161
192134	1162
80222	1163
4953	1164
51582	1165
11232	1166
5428	1167
1639	1168
7203	1169
6554	1170
6555	1171
119548	1172
5407	1173
348980	1174
57657	1175
10021	1176
2591	1177
548593	1178
79008	1179
8565	1180
55327	1181
64130	1182
57405	1183
166785	1184
3646	1185
3726	1186
3727	1187
6821	1188
55312	1189
80308	1190
220134	1191
221150	1192
113451	1193
1495	1194
29119	1195
149371	1196
54536	1197
1282	1198
1284	1199
51397	1200
3745	1201
3790	1202
50855	1203
29107	1204
56000	1205
8939	1206
9444	1207
1981	1208
8573	1209
23163	1210
26088	1211
1384	1212
54677	1213
79369	1214
1019	1215
1031	1216
2091	1217
9054	1218
51399	1219
6399	1220
8672	1221
10559	1222
3141	1223
686	1224
27010	1225
79178	1226
4199	1227
4200	1228
8825	1229
5875	1230
5876	1231
171546	1232
5394	1233
5686	1234
55726	1235
81556	1236
8867	1237
8871	1238
8906	1239
131096	1240
23416	1241
6697	1242
5238	1243
6675	1244
2056	1245
2057	1246
607	1247
90780	1248
2891	1249
2892	1250
3516	1251
9794	1252
54921	1253
79075	1254
50801	1255
3763	1256
3765	1257
29989	1258
29991	1259
2590	1260
5660	1261
768239	1262
1583	1263
55699	1264
2975	1265
54996	1266
64757	1267
7318	1268
9636	1269
64240	1270
1109	1271
57610	1272
79003	1273
79980	1274
3775	1275
9424	1276
1179	1277
22802	1278
54815	1279
342371	1280
6310	1281
146059	1282
766	1283
27097	1284
610	1285
2875	1286
84706	1287
2517	1288
2519	1289
11143	1290
79960	1291
10093	1292
6583	1293
6584	1294
6581	1295
5154	1296
5155	1297
9635	1298
26276	1299
63894	1300
3159	1301
8091	1302
27175	1303
7283	1304
1809	1305
56896	1306
80727	1307
94015	1308
27121	1309
140576	1310
57402	1311
2137	1312
10570	1313
3554	1314
3556	1315
2956	1316
4436	1317
64786	1318
79735	1319
7391	1320
7392	1321
1431	1322
57459	1323
79612	1324
80155	1325
2194	1326
27349	1327
7469	1328
7936	1329
3735	1330
80724	1331
84129	1332
814	1333
84254	1334
4176	1335
1808	1336
29940	1337
23338	1338
51147	1339
10735	1340
5885	1341
10302	1342
5530	1343
5534	1344
160287	1345
10025	1346
9862	1347
2355	1348
4774	1349
112869	1350
26009	1351
4719	1352
4723	1353
2488	1354
2492	1355
2967	1356
2968	1357
6309	1358
11112	1359
389015	1360
6549	1361
5636	1362
84067	1363
84376	1364
815	1365
817	1366
54413	1367
57502	1368
5562	1369
5564	1370
22829	1371
93624	1372
10802	1373
2042	1374
2045	1375
5052	1376
7001	1377
3992	1378
9415	1379
7013	1380
2539	1381
9563	1382
5406	1383
4842	1384
4846	1385
51100	1386
56904	1387
339287	1388
55167	1389
2560	1390
10482	1391
84892	1392
84197	1393
55624	1394
148789	1395
7134	1396
7139	1397
4729	1398
10717	1399
9179	1400
57605	1401
9600	1402
55505	1403
4922	1404
4923	1405
55825	1406
66036	1407
9108	1408
23265	1409
9420	1410
5718	1411
9861	1412
64241	1413
331	1414
56616	1415
6564	1416
6565	1417
29117	1418
10097	1419
3047	1420
3048	1421
55317	1422
1163	1423
1164	1424
1496	1425
6258	1426
891	1427
1559	1428
1562	1429
51693	1430
6999	1431
8623	1432
516	1433
518	1434
10560	1435
80704	1436
5576	1437
83548	1438
2882	1439
493869	1440
6497	1441
6498	1442
729	1443
730	1444
5590	1445
10640	1446
10062	1447
151987	1448
55671	1449
3176	1450
138199	1451
1807	1452
51733	1453
1030	1454
10588	1455
116028	1456
80010	1457
57511	1458
43	1459
590	1460
9497	1461
9498	1462
83697	1463
57835	1464
57282	1465
836	1466
839	1467
1265	1468
1266	1469
3756	1470
2993	1471
2994	1472
57599	1473
7398	1474
10959	1475
222068	1476
23248	1477
55197	1478
3454	1479
3456	1480
3976	1481
3977	1482
55178	1483
79922	1484
5055	1485
5327	1486
59277	1487
9423	1488
147700	1489
3831	1490
80055	1491
10023	1492
23401	1493
10036	1494
8208	1495
64769	1496
10935	1497
53615	1498
9112	1499
1385	1500
466	1501
4919	1502
4920	1503
2923	1504
5034	1505
2890	1506
60560	1507
84316	1508
64398	1509
92359	1510
10856	1511
8607	1512
9913	1513
3434	1514
3437	1515
84148	1516
25844	1517
84272	1518
3993	1519
5188	1520
7422	1521
7423	1522
170622	1523
5514	1524
9878	1525
10332	1526
30835	1527
4597	1528
3313	1529
80273	1530
50674	1531
5078	1532
4821	1533
4760	1534
55501	1535
51363	1536
50814	1537
50515	1538
166012	1539
3987	1540
5832	1541
10573	1542
54148	1543
114791	1544
112936	1545
55763	1546
23352	1547
56888	1548
168537	1549
26157	1550
1104	1551
5901	1552
54386	1553
7014	1554
629	1555
717	1556
4087	1557
4088	1558
27258	1559
57819	1560
155066	1561
8992	1562
4878	1563
4880	1564
55559	1565
116461	1566
80746	1567
515	1568
3455	1569
221357	1570
8661	1571
3109	1572
3112	1573
22871	1574
10207	1575
25839	1576
4666	1577
689	1578
3659	1579
3660	1580
115019	1581
1836	1582
10861	1583
257194	1584
50863	1585
1551	1586
1577	1587
83746	1588
838	1589
9255	1590
10205	1591
196264	1592
2940	1593
22977	1594
8574	1595
11154	1596
23431	1597
6871	1598
115106	1599
8884	1600
6646	1601
8435	1602
60496	1603
8875	1604
10579	1605
6867	1606
47	1607
23523	1608
79577	1609
9646	1610
168391	1611
92105	1612
5426	1613
5427	1614
10459	1615
5980	1616
10652	1617
51272	1618
9487	1619
9488	1620
23556	1621
2188	1622
55320	1623
79691	1624
81890	1625
2066	1626
366	1627
89872	1628
6443	1629
6444	1630
10263	1631
8099	1632
64174	1633
64180	1634
27289	1635
5364	1636
1806	1637
10450	1638
56949	1639
1788	1640
1789	1641
84108	1642
4664	1643
4665	1644
29924	1645
55040	1646
2986	1647
56479	1648
9132	1649
3613	1650
3628	1651
55437	1652
6794	1653
5422	1654
5557	1655
154796	1656
154810	1657
64837	1658
38	1659
5019	1660
135458	1661
4603	1662
22948	1663
142827	1664
6296	1665
5230	1666
5232	1667
1270	1668
1271	1669
57325	1670
3708	1671
3710	1672
10486	1673
10487	1674
79098	1675
116285	1676
348158	1677
716	1678
4862	1679
341392	1680
54988	1681
123876	1682
6574	1683
6575	1684
4617	1685
4654	1686
56898	1687
622	1688
4942	1689
7473	1690
89780	1691
7057	1692
7058	1693
2997	1694
8908	1695
283989	1696
51594	1697
60561	1698
204	1699
205	1700
5970	1701
5971	1702
11274	1703
26154	1704
10349	1705
2067	1706
2072	1707
2992	1708
133686	1709
65220	1710
9325	1711
10928	1712
85021	1713
3035	1714
6301	1715
27342	1716
6251	1717
5740	1718
5742	1719
5786	1720
5791	1721
660	1722
6774	1723
10109	1724
54801	1725
29088	1726
10893	1727
4325	1728
51016	1729
9694	1730
10972	1731
5982	1732
5531	1733
54107	1734
54108	1735
3105	1736
55788	1737
25974	1738
58533	1739
1911	1740
22955	1741
83657	1742
83658	1743
760	1744
55860	1745
1593	1746
5868	1747
5878	1748
3725	1749
9282	1750
2739	1751
3029	1752
27335	1753
51386	1754
7411	1755
84516	1756
1906	1757
1910	1758
123169	1759
54623	1760
57122	1761
79023	1762
121536	1763
781	1764
9254	1765
7341	1766
84938	1767
84971	1768
115201	1769
5565	1770
5798	1771
5799	1772
55367	1773
3620	1774
3169	1775
3170	1776
57758	1777
80274	1778
1629	1779
5395	1780
3483	1781
3486	1782
50604	1783
53833	1784
51497	1785
80270	1786
10199	1787
92856	1788
54962	1789
8914	1790
10540	1791
55191	1792
54981	1793
27231	1794
23475	1795
23057	1796
11243	1797
514	1798
140688	1799
6632	1800
1670	1801
1671	1802
9382	1803
11130	1804
989	1805
117156	1806
8685	1807
407	1808
5635	1809
10480	1810
135152	1811
27087	1812
51691	1813
51122	1814
9183	1815
29945	1816
23517	1817
2941	1818
57223	1819
4690	1820
8440	1821
441531	1822
5224	1823
151195	1824
219771	1825
1392	1826
7349	1827
10569	1828
53938	1829
167227	1830
5961	1831
6094	1832
1232	1833
6356	1834
10212	1835
84324	1836
8907	1837
284217	1838
3908	1839
57148	1840
57186	1841
6328	1842
6335	1843
6326	1844
23291	1845
8945	1846
10274	1847
64708	1848
3098	1849
80201	1850
10622	1851
183	1852
186	1853
10195	1854
79087	1855
64841	1856
55742	1857
5286	1858
5287	1859
23175	1860
9663	1861
1819	1862
51389	1863
3485	1864
3488	1865
26353	1866
27129	1867
85378	1868
1021	1869
3099	1870
6594	1871
8467	1872
8654	1873
80349	1874
163786	1875
6491	1876
144715	1877
5883	1878
27095	1879
6760	1880
8189	1881
5202	1882
3320	1883
3326	1884
83540	1885
5499	1886
5500	1887
25936	1888
93343	1889
10319	1890
10393	1891
23421	1892
4049	1893
4050	1894
8833	1895
348654	1896
9156	1897
9093	1898
80834	1899
90249	1900
4047	1901
8443	1902
8540	1903
7703	1904
4292	1905
6917	1906
6919	1907
285195	1908
4524	1909
5563	1910
64122	1911
79672	1912
6627	1913
6629	1914
64978	1915
64135	1916
79132	1917
5701	1918
3479	1919
4939	1920
4940	1921
490	1922
245973	1923
528	1924
10099	1925
5010	1926
9113	1927
92597	1928
6880	1929
6881	1930
10919	1931
79813	1932
64854	1933
91833	1934
9311	1935
9942	1936
51084	1937
4938	1938
2770	1939
2775	1940
9184	1941
1854	1942
7298	1943
23461	1944
2960	1945
2961	1946
4318	1947
7076	1948
8242	1949
8284	1950
5927	1951
54732	1952
8702	1953
8165	1954
3569	1955
3570	1956
3171	1957
286451	1958
78992	1959
2176	1960
10092	1961
10095	1962
11224	1963
6155	1964
89953	1965
2965	1966
1621	1967
5409	1968
7004	1969
8463	1970
5501	1971
25764	1972
9453	1973
10040	1974
10043	1975
57649	1976
10637	1977
7044	1978
129880	1979
582	1980
7137	1981
28952	1982
4023	1983
1000	1984
1002	1985
4791	1986
283209	1987
55276	1988
5236	1989
23411	1990
51547	1991
63916	1992
9844	1993
51455	1994
26173	1995
57117	1996
3788	1997
55272	1998
1230	1999
1234	2000
10476	2001
79796	2002
11164	2003
53343	2004
9956	2005
10211	2006
2319	2007
1781	2008
51143	2009
30827	2010
6193	2011
6228	2012
1757	2013
54797	2014
9477	2015
1582	2016
6621	2017
4855	2018
55534	2019
55048	2020
10328	2021
55257	2022
55916	2023
29893	2024
84057	2025
158584	2026
2166	2027
25920	2028
10474	2029
5977	2030
1400	2031
156	2032
157	2033
1555	2034
29785	2035
2966	2036
728340	2037
53616	2038
9211	2039
4350	2040
842	2041
9767	2042
10333	2043
7096	2044
29935	2045
6118	2046
10240	2047
51649	2048
55037	2049
79042	2050
80237	2051
8178	2052
5717	2053
51271	2054
79009	2055
9188	2056
84650	2057
8664	2058
159	2059
19	2060
55288	2061
89941	2062
79993	2063
5711	2064
833	2065
1592	2066
1176	2067
8943	2068
3626	2069
83729	2070
5337	2071
5338	2072
64400	2073
6147	2074
219970	2075
389396	2076
255967	2077
9924	2078
2538	2079
57818	2080
55746	2081
3911	2082
2178	2083
8930	2084
4913	2085
23583	2086
649	2087
7093	2088
4792	2089
5966	2090
25911	2091
10492	2092
56341	2093
10449	2094
219988	2095
342538	2096
3909	2097
3251	2098
56952	2099
22914	2100
79465	2101
1359	2102
1360	2103
3612	2104
4927	2105
8021	2106
6950	2107
5145	2108
5158	2109
10006	2110
10787	2111
4323	2112
605	2113
9274	2114
345643	2115
51053	2116
27297	2117
23216	2118
9882	2119
4733	2120
55854	2121
10121	2122
9351	2123
9368	2124
93621	2125
55054	2126
89849	2127
11020	2128
51668	2129
402	2130
5147	2131
26524	2132
8697	2133
10163	2134
56659	2135
56660	2136
23172	2137
84142	2138
7965	2139
578	2140
637	2141
254394	2142
84515	2143
6091	2144
9353	2145
27229	2146
145173	2147
23275	2148
8811	2149
8312	2150
8313	2151
30817	2152
976	2153
4683	2154
2597	2155
811	2156
9527	2157
1107	2158
26038	2159
2774	2160
2778	2161
493861	2162
8546	2163
1667	2164
10965	2165
641371	2166
7092	2167
4798	2168
54617	2169
53944	2170
55757	2171
56886	2172
219541	2173
5469	2174
90390	2175
9442	2176
27032	2177
9914	2178
15	2179
438	2180
11311	2181
64145	2182
7031	2183
7032	2184
23269	2185
56999	2186
80070	2187
7453	2188
4481	2189
1215	2190
2028	2191
10497	2192
22999	2193
378884	2194
7957	2195
55349	2196
81608	2197
3117	2198
3119	2199
64682	2200
3250	2201
8542	2202
10694	2203
1798	2204
112714	2205
7278	2206
6874	2207
6875	2208
6122	2209
6124	2210
55174	2211
114771	2212
57115	2213
1727	2214
51700	2215
163732	2216
4435	2217
10120	2218
2321	2219
5228	2220
65985	2221
3182	2222
3184	2223
10468	2224
3624	2225
9070	2226
501	2227
25804	2228
10776	2229
2029	2230
5834	2231
5836	2232
10670	2233
64121	2234
2980	2235
2981	2236
2243	2237
10978	2238
51585	2239
1390	2240
5972	2241
5983	2242
3283	2243
3284	2244
253827	2245
51734	2246
22921	2247
5716	2248
57332	2249
10920	2250
50813	2251
9440	2252
29882	2253
7371	2254
83549	2255
65005	2256
26228	2257
30011	2258
6392	2259
51256	2260
7248	2261
1409	2262
1410	2263
5455	2264
5456	2265
5708	2266
6489	2267
23522	2268
7994	2269
57461	2270
284058	2271
51230	2272
50944	2273
9229	2274
22936	2275
4773	2276
4775	2277
29102	2278
54487	2279
146802	2280
55244	2281
7850	2282
4804	2283
6015	2284
10370	2285
1024	2286
892	2287
23428	2288
8140	2289
22905	2290
1891	2291
9626	2292
79913	2293
122830	2294
3101	2295
27301	2296
9371	2297
3757	2298
55090	2299
5424	2300
5425	2301
58526	2302
7069	2303
2523	2304
2524	2305
1278	2306
4060	2307
7072	2308
7073	2309
8650	2310
9253	2311
1378	2312
1380	2313
5518	2314
5519	2315
6898	2316
257364	2317
51429	2318
134266	2319
7533	2320
7534	2321
1964	2322
9086	2323
84289	2324
55291	2325
5537	2326
7805	2327
9741	2328
5989	2329
5991	2330
23586	2331
56852	2332
7319	2333
4055	2334
2735	2335
51684	2336
6006	2337
6007	2338
10294	2339
3312	2340
34	2341
54880	2342
84678	2343
5993	2344
5994	2345
60485	2346
92126	2347
11051	2348
11052	2349
84759	2350
7003	2351
440822	2352
55124	2353
3562	2354
3563	2355
151313	2356
51011	2357
3418	2358
23473	2359
9798	2360
10164	2361
4771	2362
8417	2363
9342	2364
28958	2365
6834	2366
8048	2367
8557	2368
23192	2369
83734	2370
7531	2371
58490	2372
8110	2373
7862	2374
10849	2375
64425	2376
55526	2377
6445	2378
150094	2379
23235	2380
57113	2381
7222	2382
340485	2383
55331	2384
6837	2385
5702	2386
55366	2387
6135	2388
6191	2389
1025	2390
905	2391
6119	2392
4946	2393
4947	2394
55256	2395
5706	2396
316	2397
162	2398
55833	2399
9898	2400
10379	2401
6773	2402
65123	2403
79035	2404
93973	2405
27125	2406
4298	2407
4438	2408
4439	2409
81620	2410
22870	2411
23354	2412
10438	2413
5257	2414
5288	2415
5454	2416
291	2417
293	2418
9261	2419
10053	2420
10084	2421
51729	2422
2356	2423
10999	2424
28965	2425
64422	2426
4210	2427
9051	2428
2617	2429
112574	2430
9271	2431
9443	2432
57571	2433
11047	2434
51377	2435
23774	2436
4236	2437
84950	2438
55578	2439
1861	2440
27348	2441
5465	2442
5467	2443
4677	2444
222229	2445
9536	2446
6543	2447
6547	2448
3572	2449
55787	2450
6130	2451
6138	2452
6921	2453
6923	2454
65109	2455
65110	2456
5365	2457
64218	2458
10272	2459
1591	2460
23649	2461
55839	2462
64946	2463
359948	2464
64207	2465
26986	2466
5042	2467
9232	2468
9700	2469
54951	2470
23483	2471
8876	2472
22863	2473
8678	2474
648	2475
182	2476
3292	2477
3294	2478
54820	2479
81565	2480
2812	2481
2815	2482
283899	2483
10897	2484
81555	2485
8932	2486
23095	2487
547	2488
11218	2489
10335	2490
51562	2491
5770	2492
5771	2493
5719	2494
5199	2495
3785	2496
890	2497
3308	2498
22796	2499
29982	2500
80097	2501
55676	2502
64924	2503
1017	2504
54462	2505
28985	2506
8562	2507
55269	2508
6205	2509
9349	2510
126133	2511
51071	2512
63941	2513
64168	2514
27043	2515
57418	2516
4884	2517
2588	2518
4758	2519
64105	2520
119504	2521
